StartTime,EndTime,AreaID,UnitName,Load
2022-06-06T05:00+00:00Z,2022-06-06T06:00+00:00Z,10YIT-GRTN-----B,MAW,39178
2022-06-06T06:00+00:00Z,2022-06-06T07:00+00:00Z,10YIT-GRTN-----B,MAW,41119
2022-06-06T07:00+00:00Z,2022-06-06T08:00+00:00Z,10YIT-GRTN-----B,MAW,41277
2022-06-06T08:00+00:00Z,2022-06-06T09:00+00:00Z,10YIT-GRTN-----B,MAW,41934
2022-06-06T09:00+00:00Z,2022-06-06T10:00+00:00Z,10YIT-GRTN-----B,MAW,40660
2022-06-06T10:00+00:00Z,2022-06-06T11:00+00:00Z,10YIT-GRTN-----B,MAW,41264
2022-06-06T11:00+00:00Z,2022-06-06T12:00+00:00Z,10YIT-GRTN-----B,MAW,42497
2022-06-06T12:00+00:00Z,2022-06-06T13:00+00:00Z,10YIT-GRTN-----B,MAW,43117
2022-06-06T13:00+00:00Z,2022-06-06T14:00+00:00Z,10YIT-GRTN-----B,MAW,43304
2022-06-06T14:00+00:00Z,2022-06-06T15:00+00:00Z,10YIT-GRTN-----B,MAW,42276
2022-06-06T15:00+00:00Z,2022-06-06T16:00+00:00Z,10YIT-GRTN-----B,MAW,41032
2022-06-06T16:00+00:00Z,2022-06-06T17:00+00:00Z,10YIT-GRTN-----B,MAW,40426
2022-06-06T17:00+00:00Z,2022-06-06T18:00+00:00Z,10YIT-GRTN-----B,MAW,39552
2022-06-06T18:00+00:00Z,2022-06-06T19:00+00:00Z,10YIT-GRTN-----B,MAW,38758
2022-06-06T19:00+00:00Z,2022-06-06T20:00+00:00Z,10YIT-GRTN-----B,MAW,35943
2022-06-06T20:00+00:00Z,2022-06-06T21:00+00:00Z,10YIT-GRTN-----B,MAW,33005
2022-06-06T21:00+00:00Z,2022-06-06T22:00+00:00Z,10YIT-GRTN-----B,MAW,30226
2022-06-06T22:00+00:00Z,2022-06-06T23:00+00:00Z,10YIT-GRTN-----B,MAW,28533
2022-06-06T23:00+00:00Z,2022-06-07T00:00+00:00Z,10YIT-GRTN-----B,MAW,27536
2022-06-07T00:00+00:00Z,2022-06-07T01:00+00:00Z,10YIT-GRTN-----B,MAW,27047
2022-06-07T01:00+00:00Z,2022-06-07T02:00+00:00Z,10YIT-GRTN-----B,MAW,26975
2022-06-07T02:00+00:00Z,2022-06-07T03:00+00:00Z,10YIT-GRTN-----B,MAW,27649
2022-06-07T03:00+00:00Z,2022-06-07T04:00+00:00Z,10YIT-GRTN-----B,MAW,31197
2022-06-07T04:00+00:00Z,2022-06-07T05:00+00:00Z,10YIT-GRTN-----B,MAW,36658
2022-06-07T05:00+00:00Z,2022-06-07T06:00+00:00Z,10YIT-GRTN-----B,MAW,41513
2022-06-07T06:00+00:00Z,2022-06-07T07:00+00:00Z,10YIT-GRTN-----B,MAW,43734
2022-06-07T07:00+00:00Z,2022-06-07T08:00+00:00Z,10YIT-GRTN-----B,MAW,43956
2022-06-07T08:00+00:00Z,2022-06-07T09:00+00:00Z,10YIT-GRTN-----B,MAW,44130
2022-06-07T09:00+00:00Z,2022-06-07T10:00+00:00Z,10YIT-GRTN-----B,MAW,42486
2022-06-07T10:00+00:00Z,2022-06-07T11:00+00:00Z,10YIT-GRTN-----B,MAW,42325
2022-06-07T11:00+00:00Z,2022-06-07T12:00+00:00Z,10YIT-GRTN-----B,MAW,42586
2022-06-07T12:00+00:00Z,2022-06-07T13:00+00:00Z,10YIT-GRTN-----B,MAW,43334
2022-06-07T13:00+00:00Z,2022-06-07T14:00+00:00Z,10YIT-GRTN-----B,MAW,43201
2022-06-07T14:00+00:00Z,2022-06-07T15:00+00:00Z,10YIT-GRTN-----B,MAW,42053
2022-06-07T15:00+00:00Z,2022-06-07T16:00+00:00Z,10YIT-GRTN-----B,MAW,40755
2022-06-07T16:00+00:00Z,2022-06-07T17:00+00:00Z,10YIT-GRTN-----B,MAW,39906
2022-06-07T17:00+00:00Z,2022-06-07T18:00+00:00Z,10YIT-GRTN-----B,MAW,38817
2022-06-07T18:00+00:00Z,2022-06-07T19:00+00:00Z,10YIT-GRTN-----B,MAW,38276
2022-06-07T19:00+00:00Z,2022-06-07T20:00+00:00Z,10YIT-GRTN-----B,MAW,35304
2022-06-07T20:00+00:00Z,2022-06-07T21:00+00:00Z,10YIT-GRTN-----B,MAW,32428
2022-06-07T21:00+00:00Z,2022-06-07T22:00+00:00Z,10YIT-GRTN-----B,MAW,29760
2022-06-07T22:00+00:00Z,2022-06-07T23:00+00:00Z,10YIT-GRTN-----B,MAW,28199
2022-06-07T23:00+00:00Z,2022-06-08T00:00+00:00Z,10YIT-GRTN-----B,MAW,27291
2022-06-08T00:00+00:00Z,2022-06-08T01:00+00:00Z,10YIT-GRTN-----B,MAW,26859
2022-06-08T01:00+00:00Z,2022-06-08T02:00+00:00Z,10YIT-GRTN-----B,MAW,27015
2022-06-08T02:00+00:00Z,2022-06-08T03:00+00:00Z,10YIT-GRTN-----B,MAW,27475
2022-06-08T03:00+00:00Z,2022-06-08T04:00+00:00Z,10YIT-GRTN-----B,MAW,31128
2022-06-08T04:00+00:00Z,2022-06-08T05:00+00:00Z,10YIT-GRTN-----B,MAW,36509
2022-06-08T05:00+00:00Z,2022-06-08T06:00+00:00Z,10YIT-GRTN-----B,MAW,40892
2022-06-08T06:00+00:00Z,2022-06-08T07:00+00:00Z,10YIT-GRTN-----B,MAW,42035
2022-06-08T07:00+00:00Z,2022-06-08T08:00+00:00Z,10YIT-GRTN-----B,MAW,42109
2022-06-08T08:00+00:00Z,2022-06-08T09:00+00:00Z,10YIT-GRTN-----B,MAW,42166
2022-06-08T09:00+00:00Z,2022-06-08T10:00+00:00Z,10YIT-GRTN-----B,MAW,40243
2022-06-08T10:00+00:00Z,2022-06-08T11:00+00:00Z,10YIT-GRTN-----B,MAW,40811
2022-06-08T11:00+00:00Z,2022-06-08T12:00+00:00Z,10YIT-GRTN-----B,MAW,42172
2022-06-08T12:00+00:00Z,2022-06-08T13:00+00:00Z,10YIT-GRTN-----B,MAW,42259
2022-06-08T13:00+00:00Z,2022-06-08T14:00+00:00Z,10YIT-GRTN-----B,MAW,41867
2022-06-08T14:00+00:00Z,2022-06-08T15:00+00:00Z,10YIT-GRTN-----B,MAW,41734
2022-06-08T15:00+00:00Z,2022-06-08T16:00+00:00Z,10YIT-GRTN-----B,MAW,40805
2022-06-08T16:00+00:00Z,2022-06-08T17:00+00:00Z,10YIT-GRTN-----B,MAW,40405
2022-06-08T17:00+00:00Z,2022-06-08T18:00+00:00Z,10YIT-GRTN-----B,MAW,39298
2022-06-08T18:00+00:00Z,2022-06-08T19:00+00:00Z,10YIT-GRTN-----B,MAW,38187
2022-06-08T19:00+00:00Z,2022-06-08T20:00+00:00Z,10YIT-GRTN-----B,MAW,35425
2022-06-08T20:00+00:00Z,2022-06-08T21:00+00:00Z,10YIT-GRTN-----B,MAW,32580
2022-06-08T21:00+00:00Z,2022-06-08T22:00+00:00Z,10YIT-GRTN-----B,MAW,29960
2022-06-08T22:00+00:00Z,2022-06-08T23:00+00:00Z,10YIT-GRTN-----B,MAW,28146
2022-06-08T23:00+00:00Z,2022-06-09T00:00+00:00Z,10YIT-GRTN-----B,MAW,27169
2022-06-09T00:00+00:00Z,2022-06-09T01:00+00:00Z,10YIT-GRTN-----B,MAW,26815
2022-06-09T01:00+00:00Z,2022-06-09T02:00+00:00Z,10YIT-GRTN-----B,MAW,26834
2022-06-09T02:00+00:00Z,2022-06-09T03:00+00:00Z,10YIT-GRTN-----B,MAW,27523
2022-06-09T03:00+00:00Z,2022-06-09T04:00+00:00Z,10YIT-GRTN-----B,MAW,31379
2022-06-09T04:00+00:00Z,2022-06-09T05:00+00:00Z,10YIT-GRTN-----B,MAW,36628
2022-06-09T05:00+00:00Z,2022-06-09T06:00+00:00Z,10YIT-GRTN-----B,MAW,41051
2022-06-09T06:00+00:00Z,2022-06-09T07:00+00:00Z,10YIT-GRTN-----B,MAW,42014
2022-06-09T07:00+00:00Z,2022-06-09T08:00+00:00Z,10YIT-GRTN-----B,MAW,41982
2022-06-09T08:00+00:00Z,2022-06-09T09:00+00:00Z,10YIT-GRTN-----B,MAW,41997
2022-06-09T09:00+00:00Z,2022-06-09T10:00+00:00Z,10YIT-GRTN-----B,MAW,41325
2022-06-09T10:00+00:00Z,2022-06-09T11:00+00:00Z,10YIT-GRTN-----B,MAW,39541
2022-06-09T11:00+00:00Z,2022-06-09T12:00+00:00Z,10YIT-GRTN-----B,MAW,40327
2022-06-09T12:00+00:00Z,2022-06-09T13:00+00:00Z,10YIT-GRTN-----B,MAW,40196
2022-06-09T13:00+00:00Z,2022-06-09T14:00+00:00Z,10YIT-GRTN-----B,MAW,39877
2022-06-09T14:00+00:00Z,2022-06-09T15:00+00:00Z,10YIT-GRTN-----B,MAW,39151
2022-06-09T15:00+00:00Z,2022-06-09T16:00+00:00Z,10YIT-GRTN-----B,MAW,37995
2022-06-09T16:00+00:00Z,2022-06-09T17:00+00:00Z,10YIT-GRTN-----B,MAW,37868
2022-06-09T17:00+00:00Z,2022-06-09T18:00+00:00Z,10YIT-GRTN-----B,MAW,36910
2022-06-09T18:00+00:00Z,2022-06-09T19:00+00:00Z,10YIT-GRTN-----B,MAW,36069
2022-06-09T19:00+00:00Z,2022-06-09T20:00+00:00Z,10YIT-GRTN-----B,MAW,33446
2022-06-09T20:00+00:00Z,2022-06-09T21:00+00:00Z,10YIT-GRTN-----B,MAW,30712
2022-06-09T21:00+00:00Z,2022-06-09T22:00+00:00Z,10YIT-GRTN-----B,MAW,28127
2022-06-09T22:00+00:00Z,2022-06-09T23:00+00:00Z,10YIT-GRTN-----B,MAW,26754
2022-06-09T23:00+00:00Z,2022-06-10T00:00+00:00Z,10YIT-GRTN-----B,MAW,25885
2022-06-10T00:00+00:00Z,2022-06-10T01:00+00:00Z,10YIT-GRTN-----B,MAW,25504
2022-06-10T01:00+00:00Z,2022-06-10T02:00+00:00Z,10YIT-GRTN-----B,MAW,25546
2022-06-10T02:00+00:00Z,2022-06-10T03:00+00:00Z,10YIT-GRTN-----B,MAW,26358
2022-06-10T03:00+00:00Z,2022-06-10T04:00+00:00Z,10YIT-GRTN-----B,MAW,29732
2022-06-10T04:00+00:00Z,2022-06-10T05:00+00:00Z,10YIT-GRTN-----B,MAW,34864
2022-06-10T05:00+00:00Z,2022-06-10T06:00+00:00Z,10YIT-GRTN-----B,MAW,39120
2022-06-10T06:00+00:00Z,2022-06-10T07:00+00:00Z,10YIT-GRTN-----B,MAW,40396
2022-06-10T07:00+00:00Z,2022-06-10T08:00+00:00Z,10YIT-GRTN-----B,MAW,41228
2022-06-10T08:00+00:00Z,2022-06-10T09:00+00:00Z,10YIT-GRTN-----B,MAW,41281
2022-06-10T09:00+00:00Z,2022-06-10T10:00+00:00Z,10YIT-GRTN-----B,MAW,39739
2022-06-10T10:00+00:00Z,2022-06-10T11:00+00:00Z,10YIT-GRTN-----B,MAW,39719
2022-06-10T11:00+00:00Z,2022-06-10T12:00+00:00Z,10YIT-GRTN-----B,MAW,39579
2022-06-10T12:00+00:00Z,2022-06-10T13:00+00:00Z,10YIT-GRTN-----B,MAW,39130
2022-06-10T13:00+00:00Z,2022-06-10T14:00+00:00Z,10YIT-GRTN-----B,MAW,39095
2022-06-10T14:00+00:00Z,2022-06-10T15:00+00:00Z,10YIT-GRTN-----B,MAW,38637
2022-06-10T15:00+00:00Z,2022-06-10T16:00+00:00Z,10YIT-GRTN-----B,MAW,38207
2022-06-10T16:00+00:00Z,2022-06-10T17:00+00:00Z,10YIT-GRTN-----B,MAW,38072
2022-06-10T17:00+00:00Z,2022-06-10T18:00+00:00Z,10YIT-GRTN-----B,MAW,36893
2022-06-10T18:00+00:00Z,2022-06-10T19:00+00:00Z,10YIT-GRTN-----B,MAW,36052
2022-06-10T19:00+00:00Z,2022-06-10T20:00+00:00Z,10YIT-GRTN-----B,MAW,33548
2022-06-10T20:00+00:00Z,2022-06-10T21:00+00:00Z,10YIT-GRTN-----B,MAW,31043
2022-06-10T21:00+00:00Z,2022-06-10T22:00+00:00Z,10YIT-GRTN-----B,MAW,28519
2022-06-10T22:00+00:00Z,2022-06-10T23:00+00:00Z,10YIT-GRTN-----B,MAW,27018
2022-06-10T23:00+00:00Z,2022-06-11T00:00+00:00Z,10YIT-GRTN-----B,MAW,25940
2022-06-11T00:00+00:00Z,2022-06-11T01:00+00:00Z,10YIT-GRTN-----B,MAW,25352
2022-06-11T01:00+00:00Z,2022-06-11T02:00+00:00Z,10YIT-GRTN-----B,MAW,25128
2022-06-11T02:00+00:00Z,2022-06-11T03:00+00:00Z,10YIT-GRTN-----B,MAW,24861
2022-06-11T03:00+00:00Z,2022-06-11T04:00+00:00Z,10YIT-GRTN-----B,MAW,26046
2022-06-11T04:00+00:00Z,2022-06-11T05:00+00:00Z,10YIT-GRTN-----B,MAW,28986
2022-06-11T05:00+00:00Z,2022-06-11T06:00+00:00Z,10YIT-GRTN-----B,MAW,31471
2022-06-11T06:00+00:00Z,2022-06-11T07:00+00:00Z,10YIT-GRTN-----B,MAW,32605
2022-06-11T07:00+00:00Z,2022-06-11T08:00+00:00Z,10YIT-GRTN-----B,MAW,32436
2022-06-11T08:00+00:00Z,2022-06-11T09:00+00:00Z,10YIT-GRTN-----B,MAW,32096
2022-06-11T09:00+00:00Z,2022-06-11T10:00+00:00Z,10YIT-GRTN-----B,MAW,30860
2022-06-11T10:00+00:00Z,2022-06-11T11:00+00:00Z,10YIT-GRTN-----B,MAW,30023
2022-06-11T11:00+00:00Z,2022-06-11T12:00+00:00Z,10YIT-GRTN-----B,MAW,29625
2022-06-11T12:00+00:00Z,2022-06-11T13:00+00:00Z,10YIT-GRTN-----B,MAW,29712
2022-06-11T13:00+00:00Z,2022-06-11T14:00+00:00Z,10YIT-GRTN-----B,MAW,30508
2022-06-11T14:00+00:00Z,2022-06-11T15:00+00:00Z,10YIT-GRTN-----B,MAW,31584
2022-06-11T15:00+00:00Z,2022-06-11T16:00+00:00Z,10YIT-GRTN-----B,MAW,32308
