StartTime,EndTime,AreaID,UnitName,Load
2022-06-08T08:00+00:00Z,2022-06-08T09:00+00:00Z,10Y1001A1001A65H,MAW,4605
2022-06-08T09:00+00:00Z,2022-06-08T10:00+00:00Z,10Y1001A1001A65H,MAW,4446
2022-06-08T10:00+00:00Z,2022-06-08T11:00+00:00Z,10Y1001A1001A65H,MAW,4443
2022-06-08T11:00+00:00Z,2022-06-08T12:00+00:00Z,10Y1001A1001A65H,MAW,4396
2022-06-08T12:00+00:00Z,2022-06-08T13:00+00:00Z,10Y1001A1001A65H,MAW,4231
2022-06-08T13:00+00:00Z,2022-06-08T14:00+00:00Z,10Y1001A1001A65H,MAW,4242
2022-06-08T14:00+00:00Z,2022-06-08T15:00+00:00Z,10Y1001A1001A65H,MAW,4411
2022-06-08T15:00+00:00Z,2022-06-08T16:00+00:00Z,10Y1001A1001A65H,MAW,4288
2022-06-08T16:00+00:00Z,2022-06-08T17:00+00:00Z,10Y1001A1001A65H,MAW,4072
2022-06-08T17:00+00:00Z,2022-06-08T18:00+00:00Z,10Y1001A1001A65H,MAW,3862
2022-06-08T18:00+00:00Z,2022-06-08T19:00+00:00Z,10Y1001A1001A65H,MAW,3655
2022-06-08T19:00+00:00Z,2022-06-08T20:00+00:00Z,10Y1001A1001A65H,MAW,3528
2022-06-08T20:00+00:00Z,2022-06-08T21:00+00:00Z,10Y1001A1001A65H,MAW,3341
2022-06-08T21:00+00:00Z,2022-06-08T22:00+00:00Z,10Y1001A1001A65H,MAW,3127
2022-06-08T22:00+00:00Z,2022-06-08T23:00+00:00Z,10Y1001A1001A65H,MAW,2966
2022-06-08T23:00+00:00Z,2022-06-09T00:00+00:00Z,10Y1001A1001A65H,MAW,2896
2022-06-09T00:00+00:00Z,2022-06-09T01:00+00:00Z,10Y1001A1001A65H,MAW,2879
2022-06-09T01:00+00:00Z,2022-06-09T02:00+00:00Z,10Y1001A1001A65H,MAW,2918
2022-06-09T02:00+00:00Z,2022-06-09T03:00+00:00Z,10Y1001A1001A65H,MAW,3055
2022-06-09T03:00+00:00Z,2022-06-09T04:00+00:00Z,10Y1001A1001A65H,MAW,3571
2022-06-09T04:00+00:00Z,2022-06-09T05:00+00:00Z,10Y1001A1001A65H,MAW,4131
2022-06-09T05:00+00:00Z,2022-06-09T06:00+00:00Z,10Y1001A1001A65H,MAW,4408
2022-06-09T06:00+00:00Z,2022-06-09T07:00+00:00Z,10Y1001A1001A65H,MAW,4503
2022-06-09T07:00+00:00Z,2022-06-09T08:00+00:00Z,10Y1001A1001A65H,MAW,4561
2022-06-09T08:00+00:00Z,2022-06-09T09:00+00:00Z,10Y1001A1001A65H,MAW,4566
2022-06-09T09:00+00:00Z,2022-06-09T10:00+00:00Z,10Y1001A1001A65H,MAW,4510
2022-06-09T10:00+00:00Z,2022-06-09T11:00+00:00Z,10Y1001A1001A65H,MAW,4505
2022-06-09T11:00+00:00Z,2022-06-09T12:00+00:00Z,10Y1001A1001A65H,MAW,4432
2022-06-09T12:00+00:00Z,2022-06-09T13:00+00:00Z,10Y1001A1001A65H,MAW,4350
2022-06-09T13:00+00:00Z,2022-06-09T14:00+00:00Z,10Y1001A1001A65H,MAW,4345
2022-06-09T14:00+00:00Z,2022-06-09T15:00+00:00Z,10Y1001A1001A65H,MAW,4440
2022-06-09T15:00+00:00Z,2022-06-09T16:00+00:00Z,10Y1001A1001A65H,MAW,4288
2022-06-09T16:00+00:00Z,2022-06-09T17:00+00:00Z,10Y1001A1001A65H,MAW,4057
2022-06-09T17:00+00:00Z,2022-06-09T18:00+00:00Z,10Y1001A1001A65H,MAW,3848
2022-06-09T18:00+00:00Z,2022-06-09T19:00+00:00Z,10Y1001A1001A65H,MAW,3647
2022-06-09T19:00+00:00Z,2022-06-09T20:00+00:00Z,10Y1001A1001A65H,MAW,3505
2022-06-09T20:00+00:00Z,2022-06-09T21:00+00:00Z,10Y1001A1001A65H,MAW,3279
2022-06-09T21:00+00:00Z,2022-06-09T22:00+00:00Z,10Y1001A1001A65H,MAW,3087
2022-06-09T22:00+00:00Z,2022-06-09T23:00+00:00Z,10Y1001A1001A65H,MAW,2957
2022-06-09T23:00+00:00Z,2022-06-10T00:00+00:00Z,10Y1001A1001A65H,MAW,2869
2022-06-10T00:00+00:00Z,2022-06-10T01:00+00:00Z,10Y1001A1001A65H,MAW,2843
2022-06-10T01:00+00:00Z,2022-06-10T02:00+00:00Z,10Y1001A1001A65H,MAW,2867
2022-06-10T02:00+00:00Z,2022-06-10T03:00+00:00Z,10Y1001A1001A65H,MAW,2997
2022-06-10T03:00+00:00Z,2022-06-10T04:00+00:00Z,10Y1001A1001A65H,MAW,3496
2022-06-10T04:00+00:00Z,2022-06-10T05:00+00:00Z,10Y1001A1001A65H,MAW,4025
2022-06-10T05:00+00:00Z,2022-06-10T06:00+00:00Z,10Y1001A1001A65H,MAW,4313
2022-06-10T06:00+00:00Z,2022-06-10T07:00+00:00Z,10Y1001A1001A65H,MAW,4440
2022-06-10T07:00+00:00Z,2022-06-10T08:00+00:00Z,10Y1001A1001A65H,MAW,4551
2022-06-10T08:00+00:00Z,2022-06-10T09:00+00:00Z,10Y1001A1001A65H,MAW,4483
2022-06-10T09:00+00:00Z,2022-06-10T10:00+00:00Z,10Y1001A1001A65H,MAW,4382
2022-06-10T10:00+00:00Z,2022-06-10T11:00+00:00Z,10Y1001A1001A65H,MAW,4274
2022-06-10T11:00+00:00Z,2022-06-10T12:00+00:00Z,10Y1001A1001A65H,MAW,4294
2022-06-10T12:00+00:00Z,2022-06-10T13:00+00:00Z,10Y1001A1001A65H,MAW,4166
2022-06-10T13:00+00:00Z,2022-06-10T14:00+00:00Z,10Y1001A1001A65H,MAW,4059
2022-06-10T14:00+00:00Z,2022-06-10T15:00+00:00Z,10Y1001A1001A65H,MAW,4083
2022-06-10T15:00+00:00Z,2022-06-10T16:00+00:00Z,10Y1001A1001A65H,MAW,4049
2022-06-10T16:00+00:00Z,2022-06-10T17:00+00:00Z,10Y1001A1001A65H,MAW,3834
2022-06-10T17:00+00:00Z,2022-06-10T18:00+00:00Z,10Y1001A1001A65H,MAW,3597
2022-06-10T18:00+00:00Z,2022-06-10T19:00+00:00Z,10Y1001A1001A65H,MAW,3376
2022-06-10T19:00+00:00Z,2022-06-10T20:00+00:00Z,10Y1001A1001A65H,MAW,3296
2022-06-10T20:00+00:00Z,2022-06-10T21:00+00:00Z,10Y1001A1001A65H,MAW,3163
2022-06-10T21:00+00:00Z,2022-06-10T22:00+00:00Z,10Y1001A1001A65H,MAW,2994
2022-06-10T22:00+00:00Z,2022-06-10T23:00+00:00Z,10Y1001A1001A65H,MAW,2831
2022-06-10T23:00+00:00Z,2022-06-11T00:00+00:00Z,10Y1001A1001A65H,MAW,2710
2022-06-11T00:00+00:00Z,2022-06-11T01:00+00:00Z,10Y1001A1001A65H,MAW,2654
2022-06-11T01:00+00:00Z,2022-06-11T02:00+00:00Z,10Y1001A1001A65H,MAW,2618
2022-06-11T02:00+00:00Z,2022-06-11T03:00+00:00Z,10Y1001A1001A65H,MAW,2638
2022-06-11T03:00+00:00Z,2022-06-11T04:00+00:00Z,10Y1001A1001A65H,MAW,2756
2022-06-11T04:00+00:00Z,2022-06-11T05:00+00:00Z,10Y1001A1001A65H,MAW,3034
2022-06-11T05:00+00:00Z,2022-06-11T06:00+00:00Z,10Y1001A1001A65H,MAW,3317
2022-06-11T06:00+00:00Z,2022-06-11T07:00+00:00Z,10Y1001A1001A65H,MAW,3550
2022-06-11T07:00+00:00Z,2022-06-11T08:00+00:00Z,10Y1001A1001A65H,MAW,3710
2022-06-11T08:00+00:00Z,2022-06-11T09:00+00:00Z,10Y1001A1001A65H,MAW,3781
2022-06-11T09:00+00:00Z,2022-06-11T10:00+00:00Z,10Y1001A1001A65H,MAW,3789
2022-06-11T10:00+00:00Z,2022-06-11T11:00+00:00Z,10Y1001A1001A65H,MAW,3775
2022-06-11T11:00+00:00Z,2022-06-11T12:00+00:00Z,10Y1001A1001A65H,MAW,3849
2022-06-11T12:00+00:00Z,2022-06-11T13:00+00:00Z,10Y1001A1001A65H,MAW,3764
2022-06-11T13:00+00:00Z,2022-06-11T14:00+00:00Z,10Y1001A1001A65H,MAW,3746
2022-06-11T14:00+00:00Z,2022-06-11T15:00+00:00Z,10Y1001A1001A65H,MAW,3857
2022-06-11T15:00+00:00Z,2022-06-11T16:00+00:00Z,10Y1001A1001A65H,MAW,3855
2022-06-11T16:00+00:00Z,2022-06-11T17:00+00:00Z,10Y1001A1001A65H,MAW,3570
2022-06-11T17:00+00:00Z,2022-06-11T18:00+00:00Z,10Y1001A1001A65H,MAW,3337
2022-06-11T18:00+00:00Z,2022-06-11T19:00+00:00Z,10Y1001A1001A65H,MAW,3121
2022-06-11T19:00+00:00Z,2022-06-11T20:00+00:00Z,10Y1001A1001A65H,MAW,3031
2022-06-11T20:00+00:00Z,2022-06-11T21:00+00:00Z,10Y1001A1001A65H,MAW,2953
