StartTime,EndTime,AreaID,UnitName,PsrType,quantity
2022-07-31T01:00+00:00Z,2022-07-31T02:00+00:00Z,10YSE-1--------K,MAW,B12,8044
2022-07-31T02:00+00:00Z,2022-07-31T03:00+00:00Z,10YSE-1--------K,MAW,B12,8056
2022-07-31T03:00+00:00Z,2022-07-31T04:00+00:00Z,10YSE-1--------K,MAW,B12,8231
2022-07-31T04:00+00:00Z,2022-07-31T05:00+00:00Z,10YSE-1--------K,MAW,B12,8739
2022-07-31T05:00+00:00Z,2022-07-31T06:00+00:00Z,10YSE-1--------K,MAW,B12,9128
2022-07-31T06:00+00:00Z,2022-07-31T07:00+00:00Z,10YSE-1--------K,MAW,B12,9322
2022-07-31T07:00+00:00Z,2022-07-31T08:00+00:00Z,10YSE-1--------K,MAW,B12,9373
2022-07-31T08:00+00:00Z,2022-07-31T09:00+00:00Z,10YSE-1--------K,MAW,B12,9336
2022-07-31T09:00+00:00Z,2022-07-31T10:00+00:00Z,10YSE-1--------K,MAW,B12,9135
2022-07-31T10:00+00:00Z,2022-07-31T11:00+00:00Z,10YSE-1--------K,MAW,B12,8925
2022-07-31T11:00+00:00Z,2022-07-31T12:00+00:00Z,10YSE-1--------K,MAW,B12,9062
2022-07-31T12:00+00:00Z,2022-07-31T13:00+00:00Z,10YSE-1--------K,MAW,B12,9255
2022-07-31T13:00+00:00Z,2022-07-31T14:00+00:00Z,10YSE-1--------K,MAW,B12,9421
2022-07-31T14:00+00:00Z,2022-07-31T15:00+00:00Z,10YSE-1--------K,MAW,B12,9493
2022-07-31T15:00+00:00Z,2022-07-31T16:00+00:00Z,10YSE-1--------K,MAW,B12,9552
2022-07-31T16:00+00:00Z,2022-07-31T17:00+00:00Z,10YSE-1--------K,MAW,B12,9513
2022-07-31T17:00+00:00Z,2022-07-31T18:00+00:00Z,10YSE-1--------K,MAW,B12,9323
2022-07-31T18:00+00:00Z,2022-07-31T19:00+00:00Z,10YSE-1--------K,MAW,B12,9161
2022-07-31T19:00+00:00Z,2022-07-31T20:00+00:00Z,10YSE-1--------K,MAW,B12,8718
2022-07-31T20:00+00:00Z,2022-07-31T21:00+00:00Z,10YSE-1--------K,MAW,B12,8251
2022-07-31T21:00+00:00Z,2022-07-31T22:00+00:00Z,10YSE-1--------K,MAW,B12,7374
2022-07-31T22:00+00:00Z,2022-07-31T23:00+00:00Z,10YSE-1--------K,MAW,B12,6994
2022-07-31T23:00+00:00Z,2022-08-01T00:00+00:00Z,10YSE-1--------K,MAW,B12,6970
2022-08-01T00:00+00:00Z,2022-08-01T01:00+00:00Z,10YSE-1--------K,MAW,B12,6988
2022-08-01T01:00+00:00Z,2022-08-01T02:00+00:00Z,10YSE-1--------K,MAW,B12,7009
2022-08-01T02:00+00:00Z,2022-08-01T03:00+00:00Z,10YSE-1--------K,MAW,B12,7373
2022-08-01T03:00+00:00Z,2022-08-01T04:00+00:00Z,10YSE-1--------K,MAW,B12,8314
2022-08-01T04:00+00:00Z,2022-08-01T05:00+00:00Z,10YSE-1--------K,MAW,B12,9091
2022-08-01T05:00+00:00Z,2022-08-01T06:00+00:00Z,10YSE-1--------K,MAW,B12,9237
2022-08-01T06:00+00:00Z,2022-08-01T07:00+00:00Z,10YSE-1--------K,MAW,B12,9310
2022-08-01T07:00+00:00Z,2022-08-01T08:00+00:00Z,10YSE-1--------K,MAW,B12,9339
2022-08-01T08:00+00:00Z,2022-08-01T09:00+00:00Z,10YSE-1--------K,MAW,B12,9235
2022-08-01T09:00+00:00Z,2022-08-01T10:00+00:00Z,10YSE-1--------K,MAW,B12,9170
2022-08-01T10:00+00:00Z,2022-08-01T11:00+00:00Z,10YSE-1--------K,MAW,B12,9111
2022-08-01T11:00+00:00Z,2022-08-01T12:00+00:00Z,10YSE-1--------K,MAW,B12,9016
2022-08-01T12:00+00:00Z,2022-08-01T13:00+00:00Z,10YSE-1--------K,MAW,B12,9109
2022-08-01T13:00+00:00Z,2022-08-01T14:00+00:00Z,10YSE-1--------K,MAW,B12,9125
2022-08-01T14:00+00:00Z,2022-08-01T15:00+00:00Z,10YSE-1--------K,MAW,B12,9144
2022-08-01T15:00+00:00Z,2022-08-01T16:00+00:00Z,10YSE-1--------K,MAW,B12,8925
2022-08-01T16:00+00:00Z,2022-08-01T17:00+00:00Z,10YSE-1--------K,MAW,B12,8840
2022-08-01T17:00+00:00Z,2022-08-01T18:00+00:00Z,10YSE-1--------K,MAW,B12,8549
2022-08-01T18:00+00:00Z,2022-08-01T19:00+00:00Z,10YSE-1--------K,MAW,B12,7958
2022-08-01T19:00+00:00Z,2022-08-01T20:00+00:00Z,10YSE-1--------K,MAW,B12,7535
2022-08-01T20:00+00:00Z,2022-08-01T21:00+00:00Z,10YSE-1--------K,MAW,B12,6914
2022-08-01T21:00+00:00Z,2022-08-01T22:00+00:00Z,10YSE-1--------K,MAW,B12,6243
2022-08-01T22:00+00:00Z,2022-08-01T23:00+00:00Z,10YSE-1--------K,MAW,B12,5980
2022-08-01T23:00+00:00Z,2022-08-02T00:00+00:00Z,10YSE-1--------K,MAW,B12,5911
2022-08-02T00:00+00:00Z,2022-08-02T01:00+00:00Z,10YSE-1--------K,MAW,B12,5795
2022-08-02T01:00+00:00Z,2022-08-02T02:00+00:00Z,10YSE-1--------K,MAW,B12,5843
2022-08-02T02:00+00:00Z,2022-08-02T03:00+00:00Z,10YSE-1--------K,MAW,B12,6147
2022-08-02T03:00+00:00Z,2022-08-02T04:00+00:00Z,10YSE-1--------K,MAW,B12,6735
2022-08-02T04:00+00:00Z,2022-08-02T05:00+00:00Z,10YSE-1--------K,MAW,B12,8128
2022-08-02T05:00+00:00Z,2022-08-02T06:00+00:00Z,10YSE-1--------K,MAW,B12,8907
2022-08-02T06:00+00:00Z,2022-08-02T07:00+00:00Z,10YSE-1--------K,MAW,B12,9136
2022-08-02T07:00+00:00Z,2022-08-02T08:00+00:00Z,10YSE-1--------K,MAW,B12,9271
2022-08-02T08:00+00:00Z,2022-08-02T09:00+00:00Z,10YSE-1--------K,MAW,B12,9456
2022-08-02T09:00+00:00Z,2022-08-02T10:00+00:00Z,10YSE-1--------K,MAW,B12,9421
2022-08-02T10:00+00:00Z,2022-08-02T11:00+00:00Z,10YSE-1--------K,MAW,B12,9346
2022-08-02T11:00+00:00Z,2022-08-02T12:00+00:00Z,10YSE-1--------K,MAW,B12,9255
2022-08-02T12:00+00:00Z,2022-08-02T13:00+00:00Z,10YSE-1--------K,MAW,B12,9187
2022-08-02T13:00+00:00Z,2022-08-02T14:00+00:00Z,10YSE-1--------K,MAW,B12,9128
2022-08-02T14:00+00:00Z,2022-08-02T15:00+00:00Z,10YSE-1--------K,MAW,B12,9143
2022-08-02T15:00+00:00Z,2022-08-02T16:00+00:00Z,10YSE-1--------K,MAW,B12,9172
2022-08-02T16:00+00:00Z,2022-08-02T17:00+00:00Z,10YSE-1--------K,MAW,B12,9098
2022-08-02T17:00+00:00Z,2022-08-02T18:00+00:00Z,10YSE-1--------K,MAW,B12,8659
2022-08-02T18:00+00:00Z,2022-08-02T19:00+00:00Z,10YSE-1--------K,MAW,B12,8028
2022-08-02T19:00+00:00Z,2022-08-02T20:00+00:00Z,10YSE-1--------K,MAW,B12,7297
2022-08-02T20:00+00:00Z,2022-08-02T21:00+00:00Z,10YSE-1--------K,MAW,B12,6444
2022-08-02T21:00+00:00Z,2022-08-02T22:00+00:00Z,10YSE-1--------K,MAW,B12,5187
2022-08-02T22:00+00:00Z,2022-08-02T23:00+00:00Z,10YSE-1--------K,MAW,B12,4736
2022-08-02T23:00+00:00Z,2022-08-03T00:00+00:00Z,10YSE-1--------K,MAW,B12,4710
2022-08-03T00:00+00:00Z,2022-08-03T01:00+00:00Z,10YSE-1--------K,MAW,B12,4726
2022-08-03T01:00+00:00Z,2022-08-03T02:00+00:00Z,10YSE-1--------K,MAW,B12,4872
2022-08-03T02:00+00:00Z,2022-08-03T03:00+00:00Z,10YSE-1--------K,MAW,B12,5802
2022-08-03T03:00+00:00Z,2022-08-03T04:00+00:00Z,10YSE-1--------K,MAW,B12,6877
2022-08-03T04:00+00:00Z,2022-08-03T05:00+00:00Z,10YSE-1--------K,MAW,B12,8018
2022-08-03T05:00+00:00Z,2022-08-03T06:00+00:00Z,10YSE-1--------K,MAW,B12,8354
2022-08-03T06:00+00:00Z,2022-08-03T07:00+00:00Z,10YSE-1--------K,MAW,B12,8445
2022-08-03T07:00+00:00Z,2022-08-03T08:00+00:00Z,10YSE-1--------K,MAW,B12,8267
2022-08-03T08:00+00:00Z,2022-08-03T09:00+00:00Z,10YSE-1--------K,MAW,B12,7978
2022-08-03T09:00+00:00Z,2022-08-03T10:00+00:00Z,10YSE-1--------K,MAW,B12,7479
2022-08-03T10:00+00:00Z,2022-08-03T11:00+00:00Z,10YSE-1--------K,MAW,B12,6841
2022-08-03T11:00+00:00Z,2022-08-03T12:00+00:00Z,10YSE-1--------K,MAW,B12,6481
2022-08-03T12:00+00:00Z,2022-08-03T13:00+00:00Z,10YSE-1--------K,MAW,B12,6400
2022-08-03T13:00+00:00Z,2022-08-03T14:00+00:00Z,10YSE-1--------K,MAW,B12,6478
2022-08-03T14:00+00:00Z,2022-08-03T15:00+00:00Z,10YSE-1--------K,MAW,B12,6474
2022-08-03T15:00+00:00Z,2022-08-03T16:00+00:00Z,10YSE-1--------K,MAW,B12,6555
2022-08-03T16:00+00:00Z,2022-08-03T17:00+00:00Z,10YSE-1--------K,MAW,B12,6669
2022-08-03T17:00+00:00Z,2022-08-03T18:00+00:00Z,10YSE-1--------K,MAW,B12,6363
2022-08-03T18:00+00:00Z,2022-08-03T19:00+00:00Z,10YSE-1--------K,MAW,B12,6099
2022-08-03T19:00+00:00Z,2022-08-03T20:00+00:00Z,10YSE-1--------K,MAW,B12,5706
2022-08-03T20:00+00:00Z,2022-08-03T21:00+00:00Z,10YSE-1--------K,MAW,B12,4946
2022-08-03T21:00+00:00Z,2022-08-03T22:00+00:00Z,10YSE-1--------K,MAW,B12,4731
2022-08-03T22:00+00:00Z,2022-08-03T23:00+00:00Z,10YSE-1--------K,MAW,B12,4533
2022-08-03T23:00+00:00Z,2022-08-04T00:00+00:00Z,10YSE-1--------K,MAW,B12,4448
2022-08-04T00:00+00:00Z,2022-08-04T01:00+00:00Z,10YSE-1--------K,MAW,B12,4654
2022-08-04T01:00+00:00Z,2022-08-04T02:00+00:00Z,10YSE-1--------K,MAW,B12,4991
2022-08-04T02:00+00:00Z,2022-08-04T03:00+00:00Z,10YSE-1--------K,MAW,B12,6124
2022-08-04T03:00+00:00Z,2022-08-04T04:00+00:00Z,10YSE-1--------K,MAW,B12,6792
2022-08-04T04:00+00:00Z,2022-08-04T05:00+00:00Z,10YSE-1--------K,MAW,B12,7964
2022-08-04T05:00+00:00Z,2022-08-04T06:00+00:00Z,10YSE-1--------K,MAW,B12,8318
2022-08-04T06:00+00:00Z,2022-08-04T07:00+00:00Z,10YSE-1--------K,MAW,B12,8467
2022-08-04T07:00+00:00Z,2022-08-04T08:00+00:00Z,10YSE-1--------K,MAW,B12,8358
2022-08-04T08:00+00:00Z,2022-08-04T09:00+00:00Z,10YSE-1--------K,MAW,B12,8130
2022-08-04T09:00+00:00Z,2022-08-04T10:00+00:00Z,10YSE-1--------K,MAW,B12,8050
2022-08-04T10:00+00:00Z,2022-08-04T11:00+00:00Z,10YSE-1--------K,MAW,B12,7946
2022-08-04T11:00+00:00Z,2022-08-04T12:00+00:00Z,10YSE-1--------K,MAW,B12,7930
2022-08-04T12:00+00:00Z,2022-08-04T13:00+00:00Z,10YSE-1--------K,MAW,B12,7854
2022-08-04T13:00+00:00Z,2022-08-04T14:00+00:00Z,10YSE-1--------K,MAW,B12,8145
2022-08-04T14:00+00:00Z,2022-08-04T15:00+00:00Z,10YSE-1--------K,MAW,B12,8292
2022-08-04T15:00+00:00Z,2022-08-04T16:00+00:00Z,10YSE-1--------K,MAW,B12,8406
2022-08-04T16:00+00:00Z,2022-08-04T17:00+00:00Z,10YSE-1--------K,MAW,B12,8329
2022-08-04T17:00+00:00Z,2022-08-04T18:00+00:00Z,10YSE-1--------K,MAW,B12,7641
2022-08-04T18:00+00:00Z,2022-08-04T19:00+00:00Z,10YSE-1--------K,MAW,B12,7222
2022-08-04T19:00+00:00Z,2022-08-04T20:00+00:00Z,10YSE-1--------K,MAW,B12,6733
2022-08-04T20:00+00:00Z,2022-08-04T21:00+00:00Z,10YSE-1--------K,MAW,B12,5747
2022-08-04T21:00+00:00Z,2022-08-04T22:00+00:00Z,10YSE-1--------K,MAW,B12,4789
2022-08-04T22:00+00:00Z,2022-08-04T23:00+00:00Z,10YSE-1--------K,MAW,B12,4657
2022-08-04T23:00+00:00Z,2022-08-05T00:00+00:00Z,10YSE-1--------K,MAW,B12,4566
2022-08-05T00:00+00:00Z,2022-08-05T01:00+00:00Z,10YSE-1--------K,MAW,B12,4785
2022-08-05T01:00+00:00Z,2022-08-05T02:00+00:00Z,10YSE-1--------K,MAW,B12,5160
2022-08-05T02:00+00:00Z,2022-08-05T03:00+00:00Z,10YSE-1--------K,MAW,B12,6003
2022-08-05T03:00+00:00Z,2022-08-05T04:00+00:00Z,10YSE-1--------K,MAW,B12,7232
2022-08-05T04:00+00:00Z,2022-08-05T05:00+00:00Z,10YSE-1--------K,MAW,B12,8327
2022-08-05T05:00+00:00Z,2022-08-05T06:00+00:00Z,10YSE-1--------K,MAW,B12,8924
2022-08-05T06:00+00:00Z,2022-08-05T07:00+00:00Z,10YSE-1--------K,MAW,B12,9163
2022-08-05T07:00+00:00Z,2022-08-05T08:00+00:00Z,10YSE-1--------K,MAW,B12,9419
2022-08-05T08:00+00:00Z,2022-08-05T09:00+00:00Z,10YSE-1--------K,MAW,B12,9554
2022-08-05T09:00+00:00Z,2022-08-05T10:00+00:00Z,10YSE-1--------K,MAW,B12,9644
2022-08-05T10:00+00:00Z,2022-08-05T11:00+00:00Z,10YSE-1--------K,MAW,B12,9738
2022-08-05T11:00+00:00Z,2022-08-05T12:00+00:00Z,10YSE-1--------K,MAW,B12,9787
2022-08-05T12:00+00:00Z,2022-08-05T13:00+00:00Z,10YSE-1--------K,MAW,B12,9672
2022-08-05T13:00+00:00Z,2022-08-05T14:00+00:00Z,10YSE-1--------K,MAW,B12,9636
2022-08-05T14:00+00:00Z,2022-08-05T15:00+00:00Z,10YSE-1--------K,MAW,B12,9734
2022-08-05T15:00+00:00Z,2022-08-05T16:00+00:00Z,10YSE-1--------K,MAW,B12,9586
2022-08-05T16:00+00:00Z,2022-08-05T17:00+00:00Z,10YSE-1--------K,MAW,B12,9250
2022-08-05T17:00+00:00Z,2022-08-05T18:00+00:00Z,10YSE-1--------K,MAW,B12,8755
2022-08-05T18:00+00:00Z,2022-08-05T19:00+00:00Z,10YSE-1--------K,MAW,B12,8212
2022-08-05T19:00+00:00Z,2022-08-05T20:00+00:00Z,10YSE-1--------K,MAW,B12,7611
2022-08-05T20:00+00:00Z,2022-08-05T21:00+00:00Z,10YSE-1--------K,MAW,B12,7205
2022-08-05T21:00+00:00Z,2022-08-05T22:00+00:00Z,10YSE-1--------K,MAW,B12,7244
2022-08-05T22:00+00:00Z,2022-08-05T23:00+00:00Z,10YSE-1--------K,MAW,B12,6796
2022-08-05T23:00+00:00Z,2022-08-06T00:00+00:00Z,10YSE-1--------K,MAW,B12,6281
2022-08-06T00:00+00:00Z,2022-08-06T01:00+00:00Z,10YSE-1--------K,MAW,B12,6000
2022-08-06T01:00+00:00Z,2022-08-06T02:00+00:00Z,10YSE-1--------K,MAW,B12,5612
2022-08-06T02:00+00:00Z,2022-08-06T03:00+00:00Z,10YSE-1--------K,MAW,B12,5215
2022-08-06T03:00+00:00Z,2022-08-06T04:00+00:00Z,10YSE-1--------K,MAW,B12,5155
2022-08-06T04:00+00:00Z,2022-08-06T05:00+00:00Z,10YSE-1--------K,MAW,B12,5357
2022-08-06T05:00+00:00Z,2022-08-06T06:00+00:00Z,10YSE-1--------K,MAW,B12,5627
2022-08-06T06:00+00:00Z,2022-08-06T07:00+00:00Z,10YSE-1--------K,MAW,B12,5608
2022-08-06T07:00+00:00Z,2022-08-06T08:00+00:00Z,10YSE-1--------K,MAW,B12,5265
2022-08-06T08:00+00:00Z,2022-08-06T09:00+00:00Z,10YSE-1--------K,MAW,B12,5062
2022-08-06T09:00+00:00Z,2022-08-06T10:00+00:00Z,10YSE-1--------K,MAW,B12,5027
2022-08-06T10:00+00:00Z,2022-08-06T11:00+00:00Z,10YSE-1--------K,MAW,B12,5034
2022-08-06T11:00+00:00Z,2022-08-06T12:00+00:00Z,10YSE-1--------K,MAW,B12,5061
2022-08-06T12:00+00:00Z,2022-08-06T13:00+00:00Z,10YSE-1--------K,MAW,B12,5047
2022-08-06T13:00+00:00Z,2022-08-06T14:00+00:00Z,10YSE-1--------K,MAW,B12,5301
2022-08-06T14:00+00:00Z,2022-08-06T15:00+00:00Z,10YSE-1--------K,MAW,B12,5467
2022-08-06T15:00+00:00Z,2022-08-06T16:00+00:00Z,10YSE-1--------K,MAW,B12,5945
2022-08-06T16:00+00:00Z,2022-08-06T17:00+00:00Z,10YSE-1--------K,MAW,B12,5858
2022-08-06T17:00+00:00Z,2022-08-06T18:00+00:00Z,10YSE-1--------K,MAW,B12,5646
2022-08-06T18:00+00:00Z,2022-08-06T19:00+00:00Z,10YSE-1--------K,MAW,B12,5341
2022-08-06T19:00+00:00Z,2022-08-06T20:00+00:00Z,10YSE-1--------K,MAW,B12,4759
2022-08-06T20:00+00:00Z,2022-08-06T21:00+00:00Z,10YSE-1--------K,MAW,B12,4244
2022-08-06T21:00+00:00Z,2022-08-06T22:00+00:00Z,10YSE-1--------K,MAW,B12,3559
2022-08-06T22:00+00:00Z,2022-08-06T23:00+00:00Z,10YSE-1--------K,MAW,B12,3513
2022-08-06T23:00+00:00Z,2022-08-07T00:00+00:00Z,10YSE-1--------K,MAW,B12,3592
2022-08-07T00:00+00:00Z,2022-08-07T01:00+00:00Z,10YSE-1--------K,MAW,B12,3588
2022-08-07T01:00+00:00Z,2022-08-07T02:00+00:00Z,10YSE-1--------K,MAW,B12,3593
2022-08-07T02:00+00:00Z,2022-08-07T03:00+00:00Z,10YSE-1--------K,MAW,B12,3774
2022-08-07T03:00+00:00Z,2022-08-07T04:00+00:00Z,10YSE-1--------K,MAW,B12,4123
2022-08-07T04:00+00:00Z,2022-08-07T05:00+00:00Z,10YSE-1--------K,MAW,B12,4240
2022-08-07T05:00+00:00Z,2022-08-07T06:00+00:00Z,10YSE-1--------K,MAW,B12,4528
2022-08-07T06:00+00:00Z,2022-08-07T07:00+00:00Z,10YSE-1--------K,MAW,B12,5065
2022-08-07T07:00+00:00Z,2022-08-07T08:00+00:00Z,10YSE-1--------K,MAW,B12,5846
2022-08-07T08:00+00:00Z,2022-08-07T09:00+00:00Z,10YSE-1--------K,MAW,B12,6129
2022-08-07T09:00+00:00Z,2022-08-07T10:00+00:00Z,10YSE-1--------K,MAW,B12,6254
2022-08-07T10:00+00:00Z,2022-08-07T11:00+00:00Z,10YSE-1--------K,MAW,B12,6213
2022-08-07T11:00+00:00Z,2022-08-07T12:00+00:00Z,10YSE-1--------K,MAW,B12,6404
2022-08-07T12:00+00:00Z,2022-08-07T13:00+00:00Z,10YSE-1--------K,MAW,B12,6751
2022-08-07T13:00+00:00Z,2022-08-07T14:00+00:00Z,10YSE-1--------K,MAW,B12,6897
2022-08-07T14:00+00:00Z,2022-08-07T15:00+00:00Z,10YSE-1--------K,MAW,B12,7567
2022-08-07T15:00+00:00Z,2022-08-07T16:00+00:00Z,10YSE-1--------K,MAW,B12,8025
2022-08-07T16:00+00:00Z,2022-08-07T17:00+00:00Z,10YSE-1--------K,MAW,B12,8259
2022-08-07T17:00+00:00Z,2022-08-07T18:00+00:00Z,10YSE-1--------K,MAW,B12,8310
2022-08-07T18:00+00:00Z,2022-08-07T19:00+00:00Z,10YSE-1--------K,MAW,B12,8327
2022-08-07T19:00+00:00Z,2022-08-07T20:00+00:00Z,10YSE-1--------K,MAW,B12,8260
2022-08-07T20:00+00:00Z,2022-08-07T21:00+00:00Z,10YSE-1--------K,MAW,B12,7795
2022-08-07T21:00+00:00Z,2022-08-07T22:00+00:00Z,10YSE-1--------K,MAW,B12,7427
2022-08-07T22:00+00:00Z,2022-08-07T23:00+00:00Z,10YSE-1--------K,MAW,B12,7316
2022-08-07T23:00+00:00Z,2022-08-08T00:00+00:00Z,10YSE-1--------K,MAW,B12,7307
2022-08-08T00:00+00:00Z,2022-08-08T01:00+00:00Z,10YSE-1--------K,MAW,B12,7345
2022-08-08T01:00+00:00Z,2022-08-08T02:00+00:00Z,10YSE-1--------K,MAW,B12,7411
2022-08-08T02:00+00:00Z,2022-08-08T03:00+00:00Z,10YSE-1--------K,MAW,B12,7997
2022-08-08T03:00+00:00Z,2022-08-08T04:00+00:00Z,10YSE-1--------K,MAW,B12,8592
2022-08-08T04:00+00:00Z,2022-08-08T05:00+00:00Z,10YSE-1--------K,MAW,B12,9156
2022-08-08T05:00+00:00Z,2022-08-08T06:00+00:00Z,10YSE-1--------K,MAW,B12,9635
2022-08-08T06:00+00:00Z,2022-08-08T07:00+00:00Z,10YSE-1--------K,MAW,B12,9786
2022-08-08T07:00+00:00Z,2022-08-08T08:00+00:00Z,10YSE-1--------K,MAW,B12,9835
2022-08-08T08:00+00:00Z,2022-08-08T09:00+00:00Z,10YSE-1--------K,MAW,B12,9659
2022-08-08T09:00+00:00Z,2022-08-08T10:00+00:00Z,10YSE-1--------K,MAW,B12,9592
2022-08-08T10:00+00:00Z,2022-08-08T11:00+00:00Z,10YSE-1--------K,MAW,B12,9595
2022-08-08T11:00+00:00Z,2022-08-08T12:00+00:00Z,10YSE-1--------K,MAW,B12,9507
2022-08-08T12:00+00:00Z,2022-08-08T13:00+00:00Z,10YSE-1--------K,MAW,B12,9587
2022-08-08T13:00+00:00Z,2022-08-08T14:00+00:00Z,10YSE-1--------K,MAW,B12,9589
2022-08-08T14:00+00:00Z,2022-08-08T15:00+00:00Z,10YSE-1--------K,MAW,B12,9858
2022-08-08T15:00+00:00Z,2022-08-08T16:00+00:00Z,10YSE-1--------K,MAW,B12,9868
2022-08-08T16:00+00:00Z,2022-08-08T17:00+00:00Z,10YSE-1--------K,MAW,B12,9709
2022-08-08T17:00+00:00Z,2022-08-08T18:00+00:00Z,10YSE-1--------K,MAW,B12,9681
2022-08-08T18:00+00:00Z,2022-08-08T19:00+00:00Z,10YSE-1--------K,MAW,B12,9349
2022-08-08T19:00+00:00Z,2022-08-08T20:00+00:00Z,10YSE-1--------K,MAW,B12,8900
2022-08-08T20:00+00:00Z,2022-08-08T21:00+00:00Z,10YSE-1--------K,MAW,B12,8735
2022-08-08T21:00+00:00Z,2022-08-08T22:00+00:00Z,10YSE-1--------K,MAW,B12,7652
2022-08-08T22:00+00:00Z,2022-08-08T23:00+00:00Z,10YSE-1--------K,MAW,B12,7390
2022-08-08T23:00+00:00Z,2022-08-09T00:00+00:00Z,10YSE-1--------K,MAW,B12,7234
2022-08-09T00:00+00:00Z,2022-08-09T01:00+00:00Z,10YSE-1--------K,MAW,B12,7130
2022-08-09T01:00+00:00Z,2022-08-09T02:00+00:00Z,10YSE-1--------K,MAW,B12,7201
2022-08-09T02:00+00:00Z,2022-08-09T03:00+00:00Z,10YSE-1--------K,MAW,B12,7359
2022-08-09T03:00+00:00Z,2022-08-09T04:00+00:00Z,10YSE-1--------K,MAW,B12,8463
2022-08-09T04:00+00:00Z,2022-08-09T05:00+00:00Z,10YSE-1--------K,MAW,B12,8497
2022-08-09T05:00+00:00Z,2022-08-09T06:00+00:00Z,10YSE-1--------K,MAW,B12,8873
2022-08-09T06:00+00:00Z,2022-08-09T07:00+00:00Z,10YSE-1--------K,MAW,B12,9180
2022-08-09T07:00+00:00Z,2022-08-09T08:00+00:00Z,10YSE-1--------K,MAW,B12,9258
2022-08-09T08:00+00:00Z,2022-08-09T09:00+00:00Z,10YSE-1--------K,MAW,B12,9299
2022-08-09T09:00+00:00Z,2022-08-09T10:00+00:00Z,10YSE-1--------K,MAW,B12,9139
2022-08-09T10:00+00:00Z,2022-08-09T11:00+00:00Z,10YSE-1--------K,MAW,B12,9037
2022-08-09T11:00+00:00Z,2022-08-09T12:00+00:00Z,10YSE-1--------K,MAW,B12,8973
2022-08-09T12:00+00:00Z,2022-08-09T13:00+00:00Z,10YSE-1--------K,MAW,B12,9044
2022-08-09T13:00+00:00Z,2022-08-09T14:00+00:00Z,10YSE-1--------K,MAW,B12,9006
2022-08-09T14:00+00:00Z,2022-08-09T15:00+00:00Z,10YSE-1--------K,MAW,B12,9112
2022-08-09T15:00+00:00Z,2022-08-09T16:00+00:00Z,10YSE-1--------K,MAW,B12,9125
2022-08-09T16:00+00:00Z,2022-08-09T17:00+00:00Z,10YSE-1--------K,MAW,B12,9088
2022-08-09T17:00+00:00Z,2022-08-09T18:00+00:00Z,10YSE-1--------K,MAW,B12,8783
2022-08-09T18:00+00:00Z,2022-08-09T19:00+00:00Z,10YSE-1--------K,MAW,B12,8339
2022-08-09T19:00+00:00Z,2022-08-09T20:00+00:00Z,10YSE-1--------K,MAW,B12,7528
2022-08-09T20:00+00:00Z,2022-08-09T21:00+00:00Z,10YSE-1--------K,MAW,B12,6907
2022-08-09T21:00+00:00Z,2022-08-09T22:00+00:00Z,10YSE-1--------K,MAW,B12,5873
2022-08-09T22:00+00:00Z,2022-08-09T23:00+00:00Z,10YSE-1--------K,MAW,B12,5416
2022-08-09T23:00+00:00Z,2022-08-10T00:00+00:00Z,10YSE-1--------K,MAW,B12,5173
2022-08-10T00:00+00:00Z,2022-08-10T01:00+00:00Z,10YSE-1--------K,MAW,B12,5116
2022-08-10T01:00+00:00Z,2022-08-10T02:00+00:00Z,10YSE-1--------K,MAW,B12,4991
2022-08-10T02:00+00:00Z,2022-08-10T03:00+00:00Z,10YSE-1--------K,MAW,B12,5695
2022-08-10T03:00+00:00Z,2022-08-10T04:00+00:00Z,10YSE-1--------K,MAW,B12,6635
2022-08-10T04:00+00:00Z,2022-08-10T05:00+00:00Z,10YSE-1--------K,MAW,B12,7719
2022-08-10T05:00+00:00Z,2022-08-10T06:00+00:00Z,10YSE-1--------K,MAW,B12,8232
2022-08-10T06:00+00:00Z,2022-08-10T07:00+00:00Z,10YSE-1--------K,MAW,B12,8337
2022-08-10T07:00+00:00Z,2022-08-10T08:00+00:00Z,10YSE-1--------K,MAW,B12,8194
2022-08-10T08:00+00:00Z,2022-08-10T09:00+00:00Z,10YSE-1--------K,MAW,B12,7886
2022-08-10T09:00+00:00Z,2022-08-10T10:00+00:00Z,10YSE-1--------K,MAW,B12,7606
2022-08-10T10:00+00:00Z,2022-08-10T11:00+00:00Z,10YSE-1--------K,MAW,B12,7480
2022-08-10T11:00+00:00Z,2022-08-10T12:00+00:00Z,10YSE-1--------K,MAW,B12,7273
2022-08-10T12:00+00:00Z,2022-08-10T13:00+00:00Z,10YSE-1--------K,MAW,B12,6975
2022-08-10T13:00+00:00Z,2022-08-10T14:00+00:00Z,10YSE-1--------K,MAW,B12,7094
2022-08-10T14:00+00:00Z,2022-08-10T15:00+00:00Z,10YSE-1--------K,MAW,B12,6948
2022-08-10T15:00+00:00Z,2022-08-10T16:00+00:00Z,10YSE-1--------K,MAW,B12,7089
2022-08-10T16:00+00:00Z,2022-08-10T17:00+00:00Z,10YSE-1--------K,MAW,B12,6727
2022-08-10T17:00+00:00Z,2022-08-10T18:00+00:00Z,10YSE-1--------K,MAW,B12,5912
2022-08-10T18:00+00:00Z,2022-08-10T19:00+00:00Z,10YSE-1--------K,MAW,B12,5315
